Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Yordan Alvarez","HOU",135,561,37,95,97,1,0.139037433,0.188948306,0.306382979,0.320359281,0.306382978,0.406417112,0.612765957,0.4265703602113586,0.46,185.3695676784142,-1.9484000098891556,51.94471501188306,-9.186248421669006,6.352441816611131,"Yordan Alvarez",19556,670541
"Andrés Giménez","CLE",146,557,17,66,69,20,0.061041292,0.201077199,0.16904277,0.353424657,0.297352342,0.370705244,0.466395112,0.36407862888659287,0.326,140.95169372278434,3.9086554027162492,29.57679584314454,11.103873252868652,6.120997510927496,"Andres Gimenez",19950,665926
"Mookie Betts","LAD",142,639,35,117,82,12,0.086071987,0.162754303,0.263986014,0.272311212,0.269230769,0.339593114,0.533216783,0.3733934800203231,0.344,144.26631334521406,2.0799993476830423,34.94401115252092,1.3348641395568848,6.117230360969682,"Mookie Betts",13611,605141
"Xander Bogaerts","BOS",150,631,15,84,73,8,0.090332805,0.187004754,0.149012567,0.361948955,0.307001795,0.37717908,0.456014362,0.36310586375917275,0.323,133.26878273125635,3.219509046059102,26.84243089618317,10.285637855529785,5.993725213681531,"Xander Bogaerts",12161,593428
"José Ramírez","CLE",157,685,29,90,126,20,0.100729927,0.119708029,0.234608985,0.278557114,0.279534109,0.354744525,0.514143094,0.3627308818630706,0.32,140.00021261532623,3.5737050999887288,34.407019719535796,0.8144707679748535,5.972863621883319,"Jose Ramirez",13510,608070
"Austin Riley","ATL",159,693,38,90,93,2,0.082251082,0.242424242,0.255284553,0.314769975,0.273170731,0.349206349,0.528455284,0.37660742744889564,0.378,143.55505058023763,-0.8126436909660697,34.25593163647636,-2.2358741760253906,5.865119024571373,"Austin Riley",18360,663586
"Julio Rodríguez","SEA",132,560,28,84,75,25,0.071428571,0.258928571,0.225048924,0.345132743,0.283757338,0.344642857,0.508806262,0.366144234113556,0.337,147.51493447290923,3.595086427871138,33.53741038568424,3.8932745456695557,5.789723337206313,"Julio Rodriguez",23697,677594
"Jeff McNeil","NYM",148,589,9,73,62,4,0.067911714,0.103565365,0.127579738,0.352564102,0.326454033,0.382003395,0.454033771,0.3651558885566231,0.323,140.45996407911096,-0.15166223840788007,27.53605515531681,5.24120020866394,5.568972033393872,"Jeff McNeil",15362,643446
"Brandon Nimmo","NYM",151,673,16,102,64,3,0.105497771,0.172362555,0.158620689,0.31707317,0.274137931,0.367164179,0.43275862,0.35271362439909976,0.338,131.9522637759577,2.9207606320269406,27.904823431221057,0.506291389465332,5.413952784486035,"Brandon Nimmo",12927,607043
"Alex Bregman","HOU",155,656,23,93,93,1,0.132621951,0.117378048,0.195255475,0.259825327,0.259124087,0.365853658,0.454379562,0.35776854207497516,0.35,136.79692832325603,-3.4146543061360717,23.748659406197845,6.871729373931885,5.393462017211089,"Alex Bregman",17678,608324
"Tommy Edman","STL",153,630,13,95,57,32,0.073015873,0.176190476,0.135181976,0.308370044,0.265164644,0.324324324,0.40034662,0.3176352491979584,0.308,105.9082942990953,7.15416903514415,11.478799816905642,17.71852684020996,5.341185333948981,"Tommy Edman",19470,669242
"Sean Murphy","OAK",148,612,18,67,66,1,0.091503267,0.202614379,0.176908752,0.29,0.24953445,0.332242225,0.426443202,0.3313379441380305,0.344,120.5478118024314,-0.830019123852253,13.320890088611769,17.29264545440674,5.2466280735007595,"Sean Murphy",19352,669221
"Rafael Devers","BOS",141,614,27,84,88,3,0.081433224,0.185667752,0.225225225,0.32853717,0.295495495,0.358306188,0.52072072,0.37278885687168556,0.361,140.10477260873677,-0.733007634524256,26.976689090835542,1.2982058823108673,5.007720881517077,"Rafael Devers",17350,646240
"Kyle Tucker","HOU",150,609,30,71,107,25,0.096880131,0.155993431,0.220588235,0.26128266,0.257352941,0.330033003,0.477941176,0.3476341959844,0.353,129.64229271781184,3.1909198206849396,23.504965627854503,4.066321849822998,4.917240746702364,"Kyle Tucker",18345,663656
"Bo Bichette","TOR",159,697,24,91,93,13,0.058823529,0.222381635,0.179447853,0.347368421,0.2898773,0.332855093,0.469325153,0.3474860288833443,0.334,129.34172848499162,-0.04006168060004711,22.973604820089683,0.9581303596496582,4.827329749241059,"Bo Bichette",19612,666182
"Steven Kwan","CLE",147,638,6,89,52,19,0.097178683,0.094043887,0.10124334,0.323353293,0.29840142,0.372641509,0.39964476,0.3413959780137998,0.312,124.9382183480614,6.018465968314558,23.9226051387781,0.7751345634460449,4.7118313395300975,"Steven Kwan",24610,680757
"Carlos Correa","MIN",136,590,22,70,64,0,0.10338983,0.205084745,0.176245211,0.339425587,0.291187739,0.366101694,0.46743295,0.3623498081147265,0.363,139.16724655124978,-3.2303581801243126,22.773775899423764,2.073312759399414,4.568114932742429,"Carlos Correa",14162,621043
"Willy Adames","MIL",139,617,31,83,98,8,0.079416531,0.26904376,0.220248668,0.278378378,0.238010657,0.298217179,0.458259325,0.3247190959484647,0.323,108.90093169867333,1.1455430793575943,7.526223574163659,13.546313285827637,4.441155701380246,"Willy Adames",15986,642715
"Corey Seager","TEX",151,663,33,91,83,3,0.087481146,0.155354449,0.210792581,0.242424242,0.244519392,0.316742081,0.455311973,0.3312733048891149,0.372,116.57334340226429,0.20843058126047254,12.573341750134281,8.363228559494019,4.399941765326072,"Corey Seager",13624,608369
"Daulton Varsho","ARI",151,592,27,79,74,16,0.077702702,0.244932432,0.207156309,0.269230769,0.235404896,0.30220713,0.442561205,0.32278947646022854,0.298,106.3111882556776,2.19588033715263,6.536774602019872,14.64103078842163,4.361908029316553,"Daulton Varsho",19918,662139
"Marcus Semien","TEX",161,724,26,101,83,25,0.073204419,0.165745856,0.181126332,0.262955854,0.248097412,0.303867403,0.429223744,0.31717919941106554,0.306,106.62320079030867,5.934524714015424,11.33054819410349,7.260110378265381,4.356197225972262,"Marcus Semien",12533,543760
"Eugenio Suárez","SEA",150,629,31,76,87,0,0.116057233,0.311605723,0.222836095,0.302180685,0.23572744,0.332273449,0.458563535,0.3442028495579342,0.339,132.02477755786296,-1.5113405473530293,21.156184822172968,0.21253938227891922,4.332409787234391,"Eugenio Suarez",12552,553993
"Will Smith","LAD",137,578,24,68,87,1,0.096885813,0.166089965,0.20472441,0.275510204,0.259842519,0.342560553,0.464566929,0.34873081167400505,0.349,127.40261488084201,-2.5923352777026594,15.809714934952186,5.4724001288414,4.322291894109403,"Will Smith",19197,669257
"Nico Hoerner","CHC",135,517,10,60,55,20,0.054158607,0.11025145,0.128898129,0.300480769,0.28066528,0.32688588,0.409563409,0.31958620404174687,0.301,108.32659267120033,3.3417969346046448,8.343342490365501,14.606848239898682,4.277100589416488,"Nico Hoerner",21479,663538
"Alejandro Kirk","TOR",139,541,14,59,63,0,0.116451016,0.107208872,0.129787235,0.298507462,0.285106382,0.371534195,0.414893617,0.34719711929172664,0.351,129.13776437793746,-5.302214873023331,12.436446178574979,11.163459748029709,4.274446996209362,"Alejandro Kirk",22581,672386
"George Springer","TOR",133,583,25,89,76,14,0.092624356,0.171526586,0.204678362,0.284987277,0.26705653,0.341968911,0.471734892,0.3521003138441528,0.342,132.59931680684383,4.537447282113135,25.924177765392546,-5.054608345031738,4.127244408826705,"George Springer",12856,543807
"Christian Walker","ARI",160,667,36,84,94,2,0.103448275,0.196401799,0.234991423,0.24822695,0.241852487,0.326836581,0.47684391,0.3461346896967494,0.359,122.27404479167484,-1.6773751708678901,15.58383690439809,-0.9190082550048828,3.9489706127010935,"Christian Walker",13419,572233
"Yandy Díaz","TBR",137,558,9,71,57,3,0.139784946,0.107526881,0.126849894,0.32345679,0.295983086,0.401433691,0.42283298,0.3661150184037874,0.365,145.17914806432864,-3.2609210815280676,25.107788371447477,-5.8735023736953735,3.8725260632884067,"Yandy Diaz",16578,650490
"Matt Chapman","TOR",155,621,27,83,76,2,0.109500805,0.273752012,0.204460966,0.277456647,0.228624535,0.323671497,0.433085501,0.3307340100888283,0.341,117.51515486503425,1.0562961329706013,13.29605677577977,3.9100652933120728,3.8687854509201323,"Matt Chapman",16505,656305
"Pete Alonso","NYM",160,685,40,95,131,5,0.097810218,0.186861313,0.246231156,0.278538812,0.271356783,0.351824817,0.517587939,0.3657313285921721,0.353,140.85343517913793,-2.6767220804467797,29.83691228936904,-17.18629789352417,3.8025017905279954,"Pete Alonso",19251,624413
"José Abreu","CHW",157,679,15,85,75,0,0.091310751,0.162002945,0.141430948,0.35,0.304492512,0.37849779,0.44592346,0.3613577484204111,0.373,137.28691392838536,-2.341217901557684,26.14885481340468,-11.515880942344666,3.7912195655954024,"Jose Abreu",15676,547989
"Ian Happ","CHC",158,641,17,72,72,9,0.090483619,0.232449297,0.169284467,0.335766423,0.270506108,0.341653666,0.439790575,0.3390960219890768,0.306,121.6669045279133,0.9138612719252706,17.05006115843807,-3.5462746620178223,3.7331529048079823,"Ian Happ",17919,664023
"Juan Soto","- - -",153,664,27,93,62,6,0.203313253,0.144578313,0.209923664,0.249376558,0.242366412,0.401206636,0.452290076,0.3758501906736075,0.401,145.72258107313874,-2.157850914634764,33.115375322251666,-20.87607717514038,3.683462672955989,"Juan Soto",20123,665742
"Taylor Ward","LAA",135,564,23,73,65,5,0.106382978,0.212765957,0.191919192,0.324929971,0.28080808,0.359929078,0.472727272,0.36193434651016343,0.361,136.44091182771547,-2.60900885052979,20.518863546828808,-3.347259044647217,3.6758766958364393,"Taylor Ward",17548,621493
"Jake Cronenworth","SDP",158,684,17,88,88,3,0.102339181,0.191520467,0.151618399,0.275167785,0.238500851,0.331864904,0.39011925,0.31829744577407837,0.303,108.58351913842006,1.7027993258088827,8.524110276639984,2.7189921140670776,3.6511061294404104,"Jake Cronenworth",18036,630105
"Ha-Seong Kim","SDP",150,582,11,58,59,12,0.087628865,0.171821305,0.131528047,0.290243902,0.251450676,0.324697754,0.382978723,0.31302473613017584,0.309,104.97817586102755,1.5559954573400319,4.922192895253026,9.815850496292114,3.64963624563223,"Ha-Seong Kim",27506,673490
"Cedric Mullins","BAL",156,672,16,89,64,34,0.069940476,0.1875,0.144736842,0.299363057,0.258223684,0.31838565,0.402960526,0.3151489918914692,0.288,107.78097418210886,1.7663488681428134,7.650320775146106,5.8473533391952515,3.6487717506607584,"Cedric Mullins",17929,656775
"Shohei Ohtani","LAA",157,666,34,90,95,11,0.108108108,0.241741741,0.245733789,0.319796954,0.273037542,0.355855855,0.518771331,0.3696245233888275,0.383,141.87001527617792,-1.6626223209314048,29.716781756108812,-16.41975212097168,3.6077801220397756,"Shohei Ohtani",19755,660271
"Starling Marte","NYM",118,505,16,76,63,18,0.051485148,0.192079207,0.175965665,0.339943342,0.291845493,0.346534653,0.467811158,0.3547221919097523,0.336,133.32567059347411,0.2679120013490319,19.821057916482,-3.9933167695999146,3.485925053370165,"Starling Marte",9241,516782
"Elvis Andrus","- - -",149,577,17,66,58,18,0.067590987,0.159445407,0.155140187,0.272300469,0.24859813,0.303292894,0.403738317,0.3099764456368815,0.293,103.99258531623698,4.093729256652296,6.686101492490005,7.729387164115906,3.429664712865024,"Elvis Andrus",8709,462101
"Vladimir Guerrero Jr.","TOR",160,706,32,90,97,8,0.082152974,0.164305949,0.205329154,0.289473684,0.27429467,0.338526912,0.479623824,0.35149655870028906,0.351,132.17307834896494,-0.9992157043889165,24.561008608085128,-15.119171857833862,3.335830143114702,"Vladimir Guerrero Jr.",19611,665489
"Jeremy Peña","HOU",136,558,22,72,63,11,0.039426523,0.241935483,0.172744721,0.298102981,0.253358925,0.288808664,0.426103646,0.30914940106739636,0.304,102.47283535760987,2.2415279541164637,3.7942608140896943,10.069144248962402,3.3086030979990806,"Jeremy Pena",21636,665161
"Adolis García","TEX",156,657,27,88,101,25,0.0608828,0.278538812,0.206611571,0.309226932,0.249586776,0.299847792,0.456198347,0.3243692001313654,0.322,111.69919037038301,4.609770119655877,13.259220680533385,-4.054788589477539,3.1481852318816967,"Adolis Garcia",19287,666969
"Matt Olson","ATL",162,699,34,86,103,0,0.107296137,0.243204577,0.237012987,0.274038461,0.24025974,0.324749642,0.477272727,0.3437615839433876,0.347,121.09590735587787,-1.862723269034177,15.269816600675053,-9.545839309692383,3.1257983569106718,"Matt Olson",14344,621566
"Brandon Drury","- - -",138,568,28,87,87,2,0.066901408,0.221830985,0.22972973,0.29347826,0.262548262,0.320422535,0.492277992,0.34955509153889935,0.316,123.03410402665313,-2.772280770819634,12.428504545541493,-2.2587804533541203,3.119411061737514,"Brandon Drury",11615,592273
"Ke'Bryan Hayes","PIT",136,560,7,55,41,20,0.085714285,0.217857142,0.100990099,0.306878306,0.243564356,0.314285714,0.344554455,0.29447674229741094,0.3,85.99386153098499,2.7423734730109572,-6.3704468722963625,16.648850321769714,3.101925843832456,"Ke'Bryan Hayes",18577,663647
"Nathaniel Lowe","TEX",157,645,27,74,76,2,0.074418604,0.227906976,0.190556493,0.362768496,0.301854974,0.358139534,0.492411467,0.36830977574106694,0.344,142.72031437494527,-3.226721668150276,27.780403169683737,-18.892255783081055,3.075127112161021,"Nathaniel Lowe",19566,663993
"DJ LeMahieu","NYY",125,541,12,74,46,4,0.123844731,0.131238447,0.115631691,0.284974093,0.26124197,0.357407407,0.376873661,0.3294658773475223,0.344,115.27378002455694,-2.465807555709034,6.832654856096182,5.148684620857239,3.0545397734728414,"DJ LeMahieu",9874,518934
"Ryan McMahon","COL",153,597,20,67,67,7,0.100502512,0.264656616,0.168241966,0.310734463,0.245746691,0.326633165,0.413988657,0.32567368669925223,0.33,96.74328121074484,0.7474138238467276,-1.5115067283903496,10.064609289169312,3.054420242786018,"Ryan McMahon",15112,641857
"Amed Rosario","CLE",153,670,11,86,71,18,0.037313432,0.165671641,0.120879121,0.325626204,0.282574568,0.311940298,0.403453689,0.31125066031270954,0.31,103.65625684467184,5.378477753605694,8.135110064789547,-0.3805727958679199,3.039121705898653,"Amed Rosario",15518,642708
"Teoscar Hernández","TOR",131,535,25,71,77,6,0.063551401,0.284112149,0.224448897,0.335403726,0.266533066,0.31588785,0.490981963,0.34775336479472224,0.351,129.5304620266591,0.5293992068618536,18.30774573707188,-7.524224758148193,2.9088484994040376,"Teoscar Hernandez",13066,606192
"Randy Arozarena","TBR",153,645,20,72,89,32,0.071317829,0.241860465,0.182593857,0.325242718,0.262798634,0.327131782,0.445392491,0.3355182816229564,0.301,123.57849416657791,-1.5008420418016613,15.612826778482138,-8.806313246488571,2.856563127926397,"Randy Arozarena",19290,668227
"Jorge Mateo","BAL",150,533,13,63,50,35,0.05065666,0.275797373,0.157894737,0.285714285,0.220647773,0.267045454,0.37854251,0.2811475961723111,0.272,83.77670254258764,5.004574775695801,-4.725892206778417,14.758774757385254,2.823392631687522,"Jorge Mateo",17273,622761
"Bryan Reynolds","PIT",145,614,27,74,62,7,0.091205211,0.229641693,0.199261993,0.305851063,0.261992619,0.345276872,0.461254612,0.34893407182473885,0.329,123.23038320123266,-1.7598883230239153,14.811966149436717,-9.392295435070992,2.786825624343026,"Bryan Reynolds",19326,668804
"Thairo Estrada","SFG",140,541,14,71,62,21,0.060998151,0.164510166,0.139344262,0.289743589,0.260245901,0.322222222,0.399590163,0.317476753393809,0.299,106.30215205268094,1.301185678690672,5.262438013619713,2.5057448223233223,2.769733440059203,"Thairo Estrada",16426,642731
"Luis Arraez","MIN",144,603,8,88,49,4,0.082918739,0.071310116,0.104204753,0.330661322,0.316270566,0.374792703,0.420475319,0.34951022470651966,0.333,130.10277018638016,-2.5870712734758854,17.839295152493584,-10.941314220428467,2.726694056217022,"Luis Arraez",18568,650333
"Gleyber Torres","NYY",140,572,24,73,76,10,0.068181818,0.225524475,0.19391635,0.295212765,0.256653992,0.309982486,0.450570342,0.32824369505545375,0.319,114.41094498172086,-2.1598061053082347,7.116089069149339,0.011536598205566406,2.647861696865733,"Gleyber Torres",16997,650402
"Ty France","SEA",140,613,20,65,83,0,0.057096247,0.153344208,0.161524501,0.29638009,0.274047186,0.338235294,0.435571687,0.33711355768009554,0.321,127.01988630654276,-0.9208373297005892,17.71767884782318,-12.081775665283203,2.627388295798766,"Ty France",17982,664034
"Mark Canha","NYM",140,542,13,71,61,3,0.088560885,0.178966789,0.136363636,0.308988764,0.266233766,0.367158671,0.402597402,0.3433633262701264,0.323,125.55877033944844,-1.6594759072177112,14.435324968989825,-8.378041744232178,2.593707222492187,"Mark Canha",11445,592192
"Gio Urshela","MIN",144,551,13,61,64,1,0.074410163,0.174228675,0.143712575,0.325814536,0.285429141,0.337568058,0.429141716,0.33239788804983617,0.323,118.02181971932278,-3.059495025780052,8.114734375254917,-0.9828022718429565,2.57857744895622,"Gio Urshela",10681,570482
"Josh Rojas","ARI",125,510,9,66,56,23,0.107843137,0.192156862,0.121896163,0.322580645,0.268623024,0.348514851,0.390519187,0.3259912558625754,0.305,108.50048268369419,3.7903662673197687,8.82722915723063,-2.28316068649292,2.5292332822791805,"Josh Rojas",19734,668942
"Anthony Rizzo","NYY",130,548,32,77,75,6,0.105839416,0.184306569,0.255913979,0.215568862,0.223655913,0.33759124,0.479569892,0.3523404493762998,0.349,131.42274770670375,-2.1907204552553594,17.186525872284843,-10.9303560256958,2.476663252962764,"Anthony Rizzo",3473,519203
"Jurickson Profar","SDP",152,658,15,82,58,5,0.110942249,0.156534954,0.147826087,0.27173913,0.24347826,0.331297709,0.391304347,0.3202290915350878,0.315,109.9043288414183,-0.36116394214332104,7.21060426845397,-6.776450991630554,2.4222932782214928,"Jurickson Profar",10815,595777
"Hunter Renfroe","MIL",125,522,29,62,72,1,0.074712643,0.231800766,0.23628692,0.281345565,0.255274261,0.315384615,0.491561181,0.34654784225544716,0.323,123.82686714114479,-1.7730945283547044,12.677436673093617,-7.682312726974487,2.4099439731670502,"Hunter Renfroe",15464,592669
"Ronald Acuña Jr.","ATL",119,533,15,71,50,29,0.099437148,0.236397748,0.147751606,0.33130699,0.265524625,0.350844277,0.413276231,0.33541279749518754,0.366,115.38722185482577,3.6893505975604057,13.218053592675043,-8.628947138786316,2.4070458264545405,"Ronald Acuna Jr.",18401,660670
"Rhys Hoskins","PHI",156,672,30,81,79,2,0.107142857,0.251488095,0.215619694,0.291878172,0.246179966,0.332339791,0.46179966,0.34517193995360645,0.338,122.66730907882757,-2.611467615701258,15.086182522818525,-15.456795692443848,2.3883639996791715,"Rhys Hoskins",16472,656555
"Anthony Santander","BAL",152,647,33,78,89,0,0.085007727,0.188562596,0.214285714,0.247641509,0.240418118,0.318392581,0.454703832,0.3356011623384045,0.352,122.21977719716867,-1.723719647154212,14.453777194253789,-12.56861925125122,2.3464802517697487,"Anthony Santander",14551,623993
"Bobby Witt Jr.","KCR",150,632,20,82,80,30,0.047468354,0.213607594,0.17428088,0.29478458,0.253807106,0.294303797,0.428087986,0.3110445913814363,0.313,97.83347165467836,7.202107145916671,5.661298180235455,-3.4524149894714355,2.3306585054344833,"Bobby Witt Jr.",25764,677951
"Justin Turner","LAD",128,532,13,61,81,3,0.093984962,0.167293233,0.160256411,0.312834224,0.277777777,0.34962406,0.438034188,0.3427699371021795,0.339,123.32672212051072,-4.15273280069232,10.265489393769974,-6.731637477874756,2.292635918324895,"Justin Turner",5235,457759
"J.P. Crawford","SEA",145,603,6,57,42,3,0.112769485,0.132669983,0.092664092,0.274599542,0.243243243,0.339434276,0.335907335,0.3057343098962565,0.315,104.86679606669989,0.8090471825562418,4.111432948496709,-2.12807035446167,2.2106770042393062,"J.P. Crawford",15491,641487
"Christian Yelich","MIL",154,671,14,99,57,19,0.13114754,0.2414307,0.130434782,0.326683291,0.252173913,0.35522388,0.382608695,0.32762391325226403,0.338,110.8871710794853,3.182869686745107,11.67045071608811,-14.279056072235107,2.1497709398419227,"Christian Yelich",11477,592885
"Kyle Schwarber","PHI",155,669,46,100,94,10,0.128550074,0.298953662,0.285961872,0.24024024,0.218370883,0.322869955,0.504332755,0.35457860385333456,0.375,129.09934398004665,-1.265686668921262,21.35239052304338,-24.073538303375244,2.130730355803945,"Kyle Schwarber",16478,656941
"Andrew Benintendi","- - -",126,521,5,54,51,8,0.099808061,0.147792706,0.095444686,0.3515625,0.303687635,0.373076923,0.399132321,0.34187086453804605,0.334,120.68380259654867,-2.1484312997199595,9.978068131856464,-6.252361714839935,2.121312699619758,"Andrew Benintendi",17901,643217
"Josh Bell","- - -",156,647,17,78,71,0,0.125193199,0.157650695,0.155797102,0.296127562,0.266304347,0.361801242,0.422101449,0.34353532353416083,0.349,123.72685930790932,-5.0439811404794455,12.791749363017846,-14.943176314234734,2.111084544167323,"Josh Bell",13145,605137
"Max Muncy","LAD",136,565,21,69,69,2,0.159292035,0.249557522,0.1875,0.227272727,0.196120689,0.329203539,0.383620689,0.31791866766222826,0.339,106.3340630778095,-0.46922690561041236,3.688703324864054,-3.7504125833511353,2.0343117114686575,"Max Muncy",13301,571970
"Javier Báez","DET",144,590,17,64,67,9,0.044067796,0.249152542,0.154954955,0.291878172,0.237837837,0.277966101,0.392792792,0.2911249741228813,0.281,89.39571189065408,2.095694327261299,-4.94476304705953,4.981715559959412,1.9631408670824855,"Javier Baez",12979,595879
"Eduardo Escobar","NYM",136,542,20,58,69,0,0.073800738,0.23800738,0.18989899,0.28125,0.24040404,0.295202952,0.43030303,0.31137892122834865,0.314,103.68865658643247,0.0913332155905664,2.414144230004312,-3.163989782333374,1.8789834571076074,"Eduardo Escobar",6153,500871
"Brendan Rodgers","COL",137,581,13,72,63,0,0.079173838,0.173838209,0.142314991,0.303827751,0.265654648,0.325301204,0.407969639,0.32101409129554764,0.326,93.55716968580194,-1.0360984881408513,-5.385196465585912,2.896979331970215,1.8373295196681378,"Brendan Rodgers",17907,663898
"Ketel Marte","ARI",137,558,12,68,52,5,0.098566308,0.181003584,0.166666667,0.276041666,0.239837398,0.32078853,0.406504065,0.31708728794579033,0.315,102.41217836979688,1.6208472661674023,3.184678862574059,-5.221786022186279,1.8016179802127386,"Ketel Marte",13613,606466
"Trent Grisham","SDP",152,524,17,58,53,7,0.108778625,0.286259541,0.157427938,0.23076923,0.184035476,0.284332688,0.341463414,0.28032233999219053,0.296,82.61711825811967,1.8789938311092556,-8.703777897350383,7.554580450057983,1.7720366113598032,"Trent Grisham",18564,663757
"Ryan Mountcastle","BAL",145,609,22,62,85,4,0.070607553,0.252873563,0.172972973,0.303108808,0.25045045,0.305418719,0.423423423,0.31594358051293775,0.362,108.34193706930753,0.3174678413197398,6.034248704380733,-8.524903059005737,1.7608461837731546,"Ryan Mountcastle",18373,663624
"Austin Hays","BAL",145,582,16,66,60,2,0.058419243,0.195876288,0.162616823,0.289215686,0.250467289,0.305841924,0.413084112,0.3139480018533792,0.298,106.9331004257257,-0.2515036924742162,4.289144129480582,-6.095391362905502,1.7430453463994668,"Austin Hays",19363,669720
"Luis Rengifo","LAA",127,511,17,45,52,6,0.033268101,0.154598825,0.165644172,0.284987277,0.26380368,0.294117647,0.429447852,0.3136912731563344,0.296,102.38231473141563,2.4448842159472406,3.8147795283799284,-3.9642252922058105,1.6812280004601274,"Luis Rengifo",19858,650859
"Josh Donaldson","NYY",132,546,15,59,62,2,0.098901098,0.271062271,0.152719665,0.283489096,0.221757322,0.307692307,0.374476987,0.3015580004508342,0.299,95.57140476197442,-3.936312945559621,-6.657296861392002,4.823216617107391,1.6205748534244768,"Josh Donaldson",5038,518626
"Seth Brown","OAK",150,555,25,55,73,11,0.091891891,0.263063063,0.214,0.272727272,0.23,0.304504504,0.444,0.32343787613554276,0.338,114.97052962646602,0.8511543646454811,10.200850388111657,-12.391814708709717,1.6129903553443574,"Seth Brown",18171,664913
"Kyle Farmer","CIN",145,583,14,58,78,4,0.056603773,0.16981132,0.131178707,0.286396181,0.254752851,0.314974182,0.385931558,0.3089160356997623,0.311,91.95568496108653,-2.7030688007362187,-8.151907993533706,2.6854554414749146,1.5318496707908293,"Kyle Farmer",14813,571657
"Mike Yastrzemski","SFG",148,558,17,73,57,5,0.109318996,0.252688172,0.177319588,0.261261261,0.214432989,0.305206463,0.391752577,0.3067771659719238,0.314,98.98604929193495,0.8365268521010876,0.1791757315019309,-5.048584461212158,1.5042366158849343,"Mike Yastrzemski",14854,573262
"Isiah Kiner-Falefa","NYY",142,531,4,66,48,22,0.06591337,0.13559322,0.066252588,0.296116504,0.260869565,0.314393939,0.327122153,0.28517099376413757,0.29,84.00252202800836,3.05119470320642,-6.507825623038917,3.9400103092193604,1.4937236195515422,"Isiah Kiner-Falefa",16512,643396
"Cody Bellinger","LAD",144,550,19,70,68,14,0.069090909,0.272727272,0.178571428,0.255131964,0.21031746,0.265454545,0.388888888,0.2840438552336259,0.278,83.17133736170112,2.800941974390298,-7.952776422983648,3.1421713829040527,1.4815146342642123,"Cody Bellinger",15998,641355
